parent_sku,child_sku,color_tempartore,Wattage_Options
TF-ECLMW248L,TF-ECLMW248L-S48W4000LDMV-35K-BM,3500K,"48 Watts"
TF-ECLMW248L,TF-ECLMW248L-S48W4000LDMV-35K-TO,3500K,"48 Watts"
TF-ECLMW248L,TF-ECLMW248L-S48W4000LDMV-35K-IM,3500K,"48 Watts"
TF-ECLMW248L,TF-ECLMW248L-S48W4000LDMV-35K-WM,3500K,"48 Watts"
TF-ECLMW248L,TF-ECLMW248L-S48W4000LDMV-40K-WH,4000K,"48 Watts"
TF-ECLMW248L,TF-ECLMW248L-S48W4000LDMV-40K-SL,4000K,"48 Watts"
TF-ECLMW248L,TF-ECLMW248L-S48W4000LDMV-40K-BM,4000K,"48 Watts"
TF-ECLMW248L,TF-ECLMW248L-S48W4000LDMV-40K-TO,4000K,"48 Watts"
TF-ECLMW248L,TF-ECLMW248L-S48W4000LDMV-40K-IM,4000K,"48 Watts"
TF-ECLMW248L,TF-ECLMW248L-S48W4000LDMV-40K-WM,4000K,"48 Watts"
TF-ECLMW248L,TF-ECLMW248L-S48W4000LDMV-50K-WH,5000K,"48 Watts"
TF-ECLMW248L,TF-ECLMW248L-S48W4000LDMV-50K-SL,5000K,"48 Watts"
TF-ECLMW248L,TF-ECLMW248L-S48W4000LDMV-50K-BM,5000K,"48 Watts"
TF-ECLMW248L,TF-ECLMW248L-S48W4000LDMV-50K-TO,5000K,"48 Watts"
TF-ECLMW248L,TF-ECLMW248L-S48W4000LDMV-50K-IM,5000K,"48 Watts"
TF-ECLMW248L,TF-ECLMW248L-S48W4000LDMV-50K-WM,5000K,"48 Watts"
TF-ECLMW248L,TF-ECLMW248L-S57W4500LDMV-30K-WH,3000K,"57 Watts"
TF-ECLMW248L,TF-ECLMW248L-S57W4500LDMV-30K-SL,3000K,"57 Watts"
TF-PUF22L,TF-PUF22L-S24W1800LDMV-30K,3000K,"24 Watts"
TF-PUF22L,TF-PUF22L-S24W1800LDMV-35K,3500K,"24 Watts"
TF-PUF22L,TF-PUF22L-S24W1800LDMV-40K,4000K,"24 Watts"
TF-PUF22L,TF-PUF22L-S24W1800LDMV-50K,5000K,"24 Watts"
TF-PUF22L,TF-PUF22L-H36W2900LDMV-30K,3000K,"36 Watts"
TF-PUF22L,TF-PUF22L-H36W2900LDMV-35K,3500K,"36 Watts"
TF-PUF22L,TF-PUF22L-H36W2900LDMV-40K,4000K,"36 Watts"
TF-PUF22L,TF-PUF22L-H36W2900LDMV-50K,5000K,"36 Watts"
TF-CLMMW248L,TF-CLMMW248L-S32W3450LDMV-30K,3000K,"32 Watts"
TF-CLMMW248L,TF-CLMMW248L-S32W3450LDMV-35K,3500K,"32 Watts"
TF-CLMMW248L,TF-CLMMW248L-S32W3450LDMV-40K,4000K,"32 Watts"
TF-CLMMW248L,TF-CLMMW248L-S32W3450LDMV-50K,5000K,"32 Watts"
TF-CLMMW248L,TF-CLMMW248L-S48W4800LDMV-30K,3000K,"48 Watts"
TF-CLMMW248L,TF-CLMMW248L-S48W4800LDMV-35K,3500K,"48 Watts"
TF-CLMMW248L,TF-CLMMW248L-S48W4800LDMV-40K,4000K,"48 Watts"
TF-CLMMW248L,TF-CLMMW248L-S48W4800LDMV-50K,5000K,"48 Watts"
TF-CLMMW248L,TF-CLMMW248L-S57W5400LDMV-30K,3000K,"57 Watts"
TF-CLMMW248L,TF-CLMMW248L-S57W5400LDMV-35K,3500K,"57 Watts"
TF-CLMMW248L,TF-CLMMW248L-S57W5400LDMV-40K,4000K,"57 Watts"
TF-CLMMW248L,TF-CLMMW248L-S57W5400LDMV-50K,5000K,"57 Watts"
TF-CLMMW448L,TF-CLMMW448L-S72W7000LDMV-30K,3000K,"72 Watts"
TF-CLMMW448L,TF-CLMMW448L-S72W7000LDMV-35K,3500K,"72 Watts"
TF-CLMMW448L,TF-CLMMW448L-S72W7000LDMV-40K,4000K,"72 Watts"
TF-CLMMW448L,TF-CLMMW448L-S72W7000LDMV-50K,5000K,"72 Watts"
TF-CLMMW448L,TF-CLMMW448L-S97W9600LDMV-30K,3000K,"97 Watts"
TF-CLMMW448L,TF-CLMMW448L-S97W9600LDMV-35K,3500K,"97 Watts"
TF-CLMMW448L,TF-CLMMW448L-S97W9600LDMV-40K,4000K,"97 Watts"
TF-CLMMW448L,TF-CLMMW448L-S97W9600LDMV-50K,5000K,"97 Watts"
TF-C24LFR,TF-C24LFR-F24W3000LDMV-30K,3000K,"24 Watts"
TF-C24LFR,TF-C24LFR-F24W3000LDMV-35K,3500K,"24 Watts"
TF-C24LFR,TF-C24LFR-F24W3000LDMV-40K,4000K,"24 Watts"
TF-C24LFR,TF-C24LFR-F24W3000LDMV-50K,5000K,"24 Watts"
TF-C24LFR,TF-C24LFR-F30W3400LDMV-30K,3000K,"30 Watts"
TF-C24LFR,TF-C24LFR-F30W3400LDMV-35K,3500K,"30 Watts"
TF-C24LFR,TF-C24LFR-F30W3400LDMV-40K,4000K,"30 Watts"
TF-C24LFR,TF-C24LFR-F30W3400LDMV-50K,5000K,"30 Watts"
TF-C48LFR,TF-C48LFR-F35W4500LDMV-30K,3000K,"35 Watts"
TF-C48LFR,TF-C48LFR-F35W4500LDMV-35K,3500K,"35 Watts"
TF-C48LFR,TF-C48LFR-F35W4500LDMV-40K,4000K,"35 Watts"
TF-C48LFR,TF-C48LFR-F35W4500LDMV-50K,5000K,"35 Watts"
TF-C48LFR,TF-C48LFR-F48W6000LDMV-30K,3000K,"48 Watts"
TF-C48LFR,TF-C48LFR-F48W6000LDMV-35K,3500K,"48 Watts"
TF-C48LFR,TF-C48LFR-F48W6000LDMV-40K,4000K,"48 Watts"
TF-C48LFR,TF-C48LFR-F48W6000LDMV-50K,5000K,"48 Watts"
TF-C48LFR,TF-C48LFR-F57W7100LDMV-30K,3000K,"57 Watts"
TF-C48LFR,TF-C48LFR-F57W7100LDMV-35K,3500K,"57 Watts"
TF-C48LFR,TF-C48LFR-F57W7100LDMV-40K,4000K,"57 Watts"
TF-C48LFR,TF-C48LFR-F57W7100LDMV-50K,5000K,"57 Watts"
TF-C96LFR,TF-C96LFR-F70W9100LDMV-30K,3000K,"70 Watts"
TF-C96LFR,TF-C96LFR-F70W9100LDMV-35K,3500K,"70 Watts"
TF-C96LFR,TF-C96LFR-F70W9100LDMV-40K,4000K,"70 Watts"
TF-C96LFR,TF-C96LFR-F70W9100LDMV-50K,5000K,"70 Watts"
TF-C96LFR,TF-C96LFR-F97W11900LDMV-30K,3000K,"97 Watts"
TF-C96LFR,TF-C96LFR-F97W11900LDMV-35K,3500K,"97 Watts"
TF-C96LFR,TF-C96LFR-F97W11900LDMV-40K,4000K,"97 Watts"
TF-C96LFR,TF-C96LFR-F97W11900LDMV-50K,5000K,"97 Watts"
TF-C96LFR,TF-C96LFR-F118W14200LDMV-30K,3000K,"118 Watts"
TF-C96LFR,TF-C96LFR-F118W14200LDMV-35K,3500K,"118 Watts"
TF-C96LFR,TF-C96LFR-F118W14200LDMV-40K,4000K,"118 Watts"
TF-C96LFR,TF-C96LFR-F118W14200LDMV-50K,5000K,"118 Watts"
TF-KDS48L,TF-KDS48L-J24W2800LDMV-30K,3000K,"24 Watts"
TF-KDS48L,TF-KDS48L-J24W2800LDMV-35K,3500K,"24 Watts"
TF-KDS48L,TF-KDS48L-J24W2800LDMV-40K,4000K,"24 Watts"
TF-KDS48L,TF-KDS48L-J24W2800LDMV-50K,5000K,"24 Watts"
TF-KDS48L,TF-KDS48L-J28W3200LDMV-30K,3000K,"28 Watts"
TF-KDS48L,TF-KDS48L-J28W3200LDMV-35K,3500K,"28 Watts"
TF-KDS48L,TF-KDS48L-J28W3200LDMV-40K,4000K,"28 Watts"
TF-KDS48L,TF-KDS48L-J28W3200LDMV-50K,5000K,"28 Watts"
TF-KDS48L,TF-KDS48L-J35W4000LDMV-30K,3000K,"35 Watts"
TF-KDS48L,TF-KDS48L-J35W4000LDMV-35K,3500K,"35 Watts"
TF-KDS48L,TF-KDS48L-J35W4000LDMV-40K,4000K,"35 Watts"
TF-KDS48L,TF-KDS48L-J35W4000LDMV-50K,5000K,"35 Watts"
TF-KDS96L,TF-KDS96L-J48W5650LDMV-30K,3000K,"48 Watts"
TF-KDS96L,TF-KDS96L-J48W5650LDMV-35K,3500K,"48 Watts"
TF-KDS96L,TF-KDS96L-J48W5650LDMV-40K,4000K,"48 Watts"
TF-KDS96L,TF-KDS96L-J48W5650LDMV-50K,5000K,"48 Watts"
TF-KDS96L,TF-KDS96L-J57W6400LDMV-30K,3000K,"57 Watts"
TF-KDS96L,TF-KDS96L-J57W6400LDMV-35K,3500K,"57 Watts"
TF-KDS96L,TF-KDS96L-J57W6400LDMV-40K,4000K,"57 Watts"
TF-KDS96L,TF-KDS96L-J57W6400LDMV-50K,5000K,"57 Watts"
TF-KDS96L,TF-KDS96L-J72W8000LDMV-30K,3000K,"72 Watts"
TF-KDS96L,TF-KDS96L-J72W8000LDMV-35K,3500K,"72 Watts"
TF-KDS96L,TF-KDS96L-J72W8000LDMV-40K,4000K,"72 Watts"
TF-KDS96L,TF-KDS96L-J72W8000LDMV-50K,5000K,"72 Watts"
TF-IND48L,TF-IND48L-J32W5000LW30DMV-30K,3000K,"32 Watts"
TF-IND48L,TF-IND48L-J32W5000LW30DMV-35K,3500K,"32 Watts"
TF-IND48L,TF-IND48L-J32W5000LW30DMV-40K,4000K,"32 Watts"
TF-IND48L,TF-IND48L-J32W5000LW30DMV-50K,5000K,"32 Watts"
TF-IND48L,TF-IND48L-J48W6900LW30DMV-30K,3000K,"48 Watts"
TF-IND48L,TF-IND48L-J48W6900LW30DMV-35K,3500K,"48 Watts"
TF-IND48L,TF-IND48L-J48W6900LW30DMV-40K,4000K,"48 Watts"
TF-IND48L,TF-IND48L-J48W6900LW30DMV-50K,5000K,"48 Watts"
TF-IND48L,TF-IND48L-J57W7800LW30DMV-30K,3000K,"57 Watts"
TF-IND48L,TF-IND48L-J57W7800LW30DMV-35K,3500K,"57 Watts"
TF-IND48L,TF-IND48L-J57W7800LW30DMV-40K,4000K,"57 Watts"
TF-IND48L,TF-IND48L-J57W7800LW30DMV-50K,5000K,"57 Watts"
TF-CITE48L,TF-CITE48L-FRF48W5600LLBDMV30K,3000K,"48 Watts"
TF-CITE48L,TF-CITE48L-FRF48W5600LLBDMV35K,3500K,"48 Watts"
TF-CITE48L,TF-CITE48L-FRF48W5600LLBDMV40K,4000K,"48 Watts"
TF-CITE48L,TF-CITE48L-FRF48W5600LLBDMV50K,5000K,"48 Watts"
TF-CITE48L,TF-CITE48L-FRF57W6800LLBDMV30K,3000K,"57 Watts"
TF-CITE48L,TF-CITE48L-FRF57W6800LLBDMV35K,3500K,"57 Watts"
TF-CITE48L,TF-CITE48L-FRF57W6800LLBDMV40K,4000K,"57 Watts"
TF-CITE48L,TF-CITE48L-FRF57W6800LLBDMV50K,5000K,"57 Watts"
TF-CITE96L,TF-CITE96L-RFV74W9200LLBDMV30K,3000K,"74 Watts (Ribbed Lens)"
TF-CITE96L,TF-CITE96L-RFV74W9200LLBDMV35K,3500K,"74 Watts (Ribbed Lens)"
TF-CITE96L,TF-CITE96L-RFV74W9200LLBDMV40K,4000K,"74 Watts (Ribbed Lens)"
TF-CITE96L,TF-CITE96L-RFV74W9200LLBDMV50K,5000K,"74 Watts (Ribbed Lens)"
TF-CITE96L,TF-CITE96L-FRF97W11200LLBDMV30K,3000K,"97 Watts (Frosted Lens)"
TF-CITE96L,TF-CITE96L-FRF97W11200LLBDMV35K,3500K,"97 Watts (Frosted Lens)"
TF-CITE96L,TF-CITE96L-FRF97W11200LLBDMV40K,4000K,"97 Watts (Frosted Lens)"
TF-CITE96L,TF-CITE96L-FRF97W11200LLBDMV50K,5000K,"97 Watts (Frosted Lens)"
TF-UDLL22L,TF-UDLL22L-J28W3200LDMV-30K,3000K,"28 Watts"
TF-UDLL22L,TF-UDLL22L-J28W3200LDMV-35K,3500K,"28 Watts"
TF-UDLL22L,TF-UDLL22L-J28W3200LDMV-40K,4000K,"28 Watts"
TF-UDLL22L,TF-UDLL22L-J28W3200LDMV-50K,5000K,"28 Watts"
TF-UDLL22L,TF-UDLL22L-J35W4200LDMV-30K,3000K,"35 Watts"
TF-UDLL22L,TF-UDLL22L-J35W4200LDMV-35K,3500K,"35 Watts"
TF-UDLL22L,TF-UDLL22L-J35W4200LDMV-40K,4000K,"35 Watts"
TF-UDLL22L,TF-UDLL22L-J35W4200LDMV-50K,5000K,"35 Watts"
TF-UDLL24L,TF-UDLL24L-J48W6000LDMV-30K,3000K,"48 Watts"
TF-UDLL24L,TF-UDLL24L-J48W6000LDMV-35K,3500K,"48 Watts"
TF-UDLL24L,TF-UDLL24L-J48W6000LDMV-40K,4000K,"48 Watts"
TF-UDLL24L,TF-UDLL24L-J48W6000LDMV-50K,5000K,"48 Watts"
TF-UDLL24L,TF-UDLL24L-J57W7100LDMV-30K,3000K,"57 Watts"
TF-UDLL24L,TF-UDLL24L-J57W7100LDMV-35K,3500K,"57 Watts"
TF-UDLL24L,TF-UDLL24L-J57W7100LDMV-40K,4000K,"57 Watts"
TF-UDLL24L,TF-UDLL24L-J57W7100LDMV-50K,5000K,"57 Watts"
TF-44RSF48L,TF-44RSF48L-R24W2400LDMV-30KWH,3000K,"24 Watts"
TF-44RSF48L,TF-44RSF48L-R24W2400LDMV-35KWH,3500K,"24 Watts"
TF-44RSF48L,TF-44RSF48L-R24W2400LDMV-40KWH,4000K,"24 Watts"
TF-44RSF48L,TF-44RSF48L-R24W2400LDMV-50KWH,5000K,"24 Watts"
TF-44RSF48L,TF-44RSF48L-R48W4800LDMV-30KWH,3000K,"48 Watts"
TF-44RSF48L,TF-44RSF48L-R48W4800LDMV-35KWH,3500K,"48 Watts"
TF-44RSF48L,TF-44RSF48L-R48W4800LDMV-40KWH,4000K,"48 Watts"
TF-44RSF48L,TF-44RSF48L-R48W4800LDMV-50KWH,5000K,"48 Watts"
TF-44RSF96L,TF-44RSF96L-R48W4800LDMV-30KWH,3000K,"48 Watts"
TF-44RSF96L,TF-44RSF96L-R48W4800LDMV-35KWH,3500K,"48 Watts"
TF-44RSF96L,TF-44RSF96L-R48W4800LDMV-40KWH,4000K,"48 Watts"
TF-44RSF96L,TF-44RSF96L-R48W4800LDMV-50KWH,5000K,"48 Watts"
TF-44RSF96L,TF-44RSF96L-R96W9600LDMV-30KWH,3000K,"96 Watts"
TF-44RSF96L,TF-44RSF96L-R96W9600LDMV-35KWH,3500K,"96 Watts"
TF-44RSF96L,TF-44RSF96L-R96W9600LDMV-40KWH,4000K,"96 Watts"
TF-44RSF96L,TF-44RSF96L-R96W9600LDMV-50KWH,5000K,"96 Watts"
TF-44RFSF96L,TF-44RFSF96L-R48W4800L-30KWH,3000K,"48 Watts"
TF-44RFSF96L,TF-44RFSF96L-R48W4800L-35KWH,3500K,"48 Watts"
TF-44RFSF96L,TF-44RFSF96L-R48W4800L-40KWH,4000K,"48 Watts"
TF-44RFSF96L,TF-44RFSF96L-R48W4800L-50KWH,5000K,"48 Watts"
TF-44RFSF96L,TF-44RFSF96L-R96W9600L-30KWH,3000K,"97 Watts"
TF-44RFSF96L,TF-44RFSF96L-R96W9600L-35KWH,3500K,"97 Watts"
TF-44RFSF96L,TF-44RFSF96L-R96W9600L-40KWH,4000K,"97 Watts"
TF-44RFSF96L,TF-44RFSF96L-R96W9600L-50KWH,5000K,"97 Watts"
TF-44WSF48L,TF-44WSF48L-R24W2400LDMV-30KWH,3000K,"24 Watts (Downlight Only)"
TF-44WSF48L,TF-44WSF48L-R24W2400LDMV-35KWH,3500K,"24 Watts (Downlight Only)"
TF-44WSF48L,TF-44WSF48L-R24W2400LDMV-40KWH,4000K,"24 Watts (Downlight Only)"
TF-44WSF48L,TF-44WSF48L-R24W2400LDMV-50KWH,5000K,"24 Watts (Downlight Only)"
TF-44WSF48L,TF-44WSF48L-R48W4800LDMV-30KWH,3000K,"48 Watts  (Downlight Only)"
TF-44WSF48L,TF-44WSF48L-R48W4800LDMV-35KWH,3500K,"48 Watts  (Downlight Only)"
TF-44WSF48L,TF-44WSF48L-R48W4800LDMV-40KWH,4000K,"48 Watts  (Downlight Only)"
TF-44WSF48L,TF-44WSF48L-R48W4800LDMV-50KWH,5000K,"48 Watts  (Downlight Only)"
TF-44WSF48L,TF-44WSF48L-UR12WD24WDMV-30KWH,3000K,"12W Up / 24W Down"
TF-44WSF48L,TF-44WSF48L-UR12WD24WDMV-35KWH,3500K,"12W Up / 24W Down"
TF-44WSF48L,TF-44WSF48L-UR12WD24WDMV-40KWH,4000K,"12W Up / 24W Down"
TF-44WSF48L,TF-44WSF48L-UR12WD24WDMV-50KWH,5000K,"12W Up / 24W Down"
TF-44WSF48L,TF-44WSF48L-UR18WD36WDMV-30KWH,3000K,"18W Up / 36W Down"
TF-44WSF48L,TF-44WSF48L-UR18WD36WDMV-35KWH,3500K,"18W Up / 36W Down"
TF-44WSF48L,TF-44WSF48L-UR18WD36WDMV-40KWH,4000K,"18W Up / 36W Down"
TF-44WSF48L,TF-44WSF48L-UR18WD36WDMV-50KWH,5000K,"18W Up / 36W Down"
TF-44WSF96L,TF-44WSF96L-R48W4800LDMV-30KWH,3000K,"48 Watts (Downlight Only)"
TF-44WSF96L,TF-44WSF96L-R48W4800LDMV-35KWH,3500K,"48 Watts (Downlight Only)"
TF-44WSF96L,TF-44WSF96L-R48W4800LDMV-40KWH,4000K,"48 Watts (Downlight Only)"
TF-44WSF96L,TF-44WSF96L-R48W4800LDMV-50KWH,5000K,"48 Watts (Downlight Only)"
TF-44WSF96L,TF-44WSF96L-R96W9600LDMV-30KWH,3000K,"96 Watts (Downlight Only)"
TF-44WSF96L,TF-44WSF96L-R96W9600LDMV-35KWH,3500K,"96 Watts (Downlight Only)"
TF-44WSF96L,TF-44WSF96L-R96W9600LDMV-40KWH,4000K,"96 Watts (Downlight Only)"
TF-44WSF96L,TF-44WSF96L-R96W9600LDMV-50KWH,5000K,"96 Watts (Downlight Only)"
TF-44WSF96L,TF-44WSF96L-UR24WD48WDMV-30KWH,3000K,"24W Up / 48W Down"
TF-44WSF96L,TF-44WSF96L-UR24WD48WDMV-35KWH,3500K,"24W Up / 48W Down"
TF-44WSF96L,TF-44WSF96L-UR24WD48WDMV-40KWH,4000K,"24W Up / 48W Down"
TF-44WSF96L,TF-44WSF96L-UR24WD48WDMV-50KWH,5000K,"24W Up / 48W Down"
TF-44WSF96L,TF-44WSF96L-UR36WD72WDMV-30KWH,3000K,"36W Up / 72W Down"
TF-44WSF96L,TF-44WSF96L-UR36WD72WDMV-35KWH,3500K,"36W Up / 72W Down"
TF-44WSF96L,TF-44WSF96L-UR36WD72WDMV-40KWH,4000K,"36W Up / 72W Down"
TF-44WSF96L,TF-44WSF96L-UR36WD72WDMV-50KWH,5000K,"36W Up / 72W Down"
TF-66RSF96L,TF-66RSF96L-R48W4800LDMV-30KWH,3000K,"48 Watts"
TF-66RSF96L,TF-66RSF96L-R48W4800LDMV-35KWH,3500K,"48 Watts"
TF-66RSF96L,TF-66RSF96L-R48W4800LDMV-40KWH,4000K,"48 Watts"
TF-66RSF96L,TF-66RSF96L-R48W4800LDMV-50KWH,5000K,"48 Watts"
TF-66RSF96L,TF-66RSF96L-R96W9600LDMV-30KWH,3000K,"96 Watts"
TF-66RSF96L,TF-66RSF96L-R96W9600LDMV-35KWH,3500K,"96 Watts"
TF-66RSF96L,TF-66RSF96L-R96W9600LDMV-40KWH,4000K,"96 Watts"
TF-66RSF96L,TF-66RSF96L-R96W9600LDMV-50KWH,5000K,"96 Watts"
TF-CIRDC11L,TF-CIRDC11L-13W900LD120-30K,3000K,"13 Watts"
TF-CIRDC11L,TF-CIRDC11L-13W900LD120-40K,4000K,"13 Watts"
TF-CIRDC11L,TF-CIRDC11L-14W1350LD120-30K,3000K,"14 Watts"
TF-CIRDC11L,TF-CIRDC11L-14W1350LD120-40K,4000K,"14 Watts"
TF-FHBL48L,TF-FHBL48L-S32W4050LW30DMV-30K,3000K,"32 Watts"
TF-FHBL48L,TF-FHBL48L-S32W4050LW30DMV-35K,3500K,"32 Watts"
TF-FHBL48L,TF-FHBL48L-S32W4050LW30DMV-40K,4000K,"32 Watts"
TF-FHBL48L,TF-FHBL48L-S32W4050LW30DMV-50K,5000K,"32 Watts"
TF-FHBL48L,TF-FHBL48L-S48W5400LW30DMV-30K,3000K,"48 Watts"
TF-FHBL48L,TF-FHBL48L-S48W5400LW30DMV-35K,3500K,"48 Watts"
TF-FHBL48L,TF-FHBL48L-S48W5400LW30DMV-40K,4000K,"48 Watts"
TF-FHBL48L,TF-FHBL48L-S48W5400LW30DMV-50K,5000K,"48 Watts"
TF-FHBL48L,TF-FHBL48L-S57W6000LW30DMV-30K,3000K,"57 Watts"
TF-FHBL48L,TF-FHBL48L-S57W6000LW30DMV-35K,3500K,"57 Watts"
TF-FHBL48L,TF-FHBL48L-S57W6000LW30DMV-40K,4000K,"57 Watts"
TF-FHBL48L,TF-FHBL48L-S57W6000LW30DMV-50K,5000K,"57 Watts"
TF-FHBL48L,TF-FHBL48L-H72W7600LW30DMV-30K,3000K,"75 Watts"
TF-FHBL48L,TF-FHBL48L-H72W7600LW30DMV-35K,3500K,"75 Watts"
TF-FHBL48L,TF-FHBL48L-H72W7600LW30DMV-40K,4000K,"75 Watts"
TF-FHBL48L,TF-FHBL48L-H72W7600LW30DMV-50K,5000K,"75 Watts"
TF-FHBL96L,TF-FHBL96L-S97W10800LW30DMV-30K,3000K,"97 Watts"
TF-FHBL96L,TF-FHBL96L-S97W10800LW30DMV-35K,3500K,"97 Watts"
TF-FHBL96L,TF-FHBL96L-S97W10800LW30DMV-40K,4000K,"97 Watts"
TF-FHBL96L,TF-FHBL96L-S97W10800LW30DMV-50K,5000K,"97 Watts"
TF-FHBL96L,TF-FHBL96L-S114W12000LW30DMV-30K,3000K,"114 Watts"
TF-FHBL96L,TF-FHBL96L-S114W12000LW30DMV-35K,3500K,"114 Watts"
TF-FHBL96L,TF-FHBL96L-S114W12000LW30DMV-40K,4000K,"114 Watts"
TF-FHBL96L,TF-FHBL96L-S114W12000LW30DMV-50K,5000K,"114 Watts"
TF-HBC22L,TF-HBC22L-N63W9000LA10DMV-30K,3000K,"63 Watts"
TF-HBC22L,TF-HBC22L-N63W9000LA10DMV-35K,3500K,"63 Watts"
TF-HBC22L,TF-HBC22L-N63W9000LA10DMV-40K,4000K,"63 Watts"
TF-HBC22L,TF-HBC22L-N63W9000LA10DMV-50K,5000K,"63 Watts"
TF-HBC22L,TF-HBC22L-Z110W16000LA10DMV-30K,3000K,"110 Watts"
TF-HBC22L,TF-HBC22L-Z110W16000LA10DMV-35K,3500K,"110 Watts"
TF-HBC22L,TF-HBC22L-Z110W16000LA10DMV-40K,4000K,"110 Watts"
TF-HBC22L,TF-HBC22L-Z110W16000LA10DMV-50K,5000K,"110 Watts"
TF-HBC22L,TF-HBC22L-Z144W20000LA10DMV-30K,3000K,"144 Watts"
TF-HBC22L,TF-HBC22L-Z144W20000LA10DMV-35K,3500K,"144 Watts"
TF-HBC22L,TF-HBC22L-Z144W20000LA10DMV-40K,4000K,"144 Watts"
TF-HBC22L,TF-HBC22L-Z144W20000LA10DMV-50K,5000K,"144 Watts"
TF-HOTCE11L,TF-HOTCE11L-13W900LD120-30K,3000K,"13 Watts"
TF-HOTCE11L,TF-HOTCE11L-13W900LD120-40K,4000K,"13 Watts"
TF-HOTCE11L,TF-HOTCE11L-14W1350LD120-30K,3000K,"14 Watts"
TF-HOTCE11L,TF-HOTCE11L-14W1350LD120-40K,4000K,"14 Watts"
TF-HOTCE14L,TF-HOTCE14L-14W1350LD120-30K,3000K,"14 Watts"
TF-HOTCE14L,TF-HOTCE14L-14W1350LD120-40K,4000K,"14 Watts"
TF-HOTCE14L,TF-HOTCE14L-23W1850LD120-30K,3000K,"23 Watts"
TF-HOTCE14L,TF-HOTCE14L-23W1850LD120-40K,4000K,"23 Watts"
TF-LINMW48L,TF-LINMW48L-US24WD12WDMV-30KWH-HC3015WWH,3000K,"24W Up / 12W Down"
TF-LINMW48L,TF-LINMW48L-US24WD12WDMV-35KWH-HC3015WWH,3500K,"24W Up / 12W Down"
TF-LINMW48L,TF-LINMW48L-US24WD12WDMV-40KWH-HC3015WWH,4000K,"24W Up / 12W Down"
TF-LINMW48L,TF-LINMW48L-US24WD12WDMV-50KWH-HC3015WWH,5000K,"24W Up / 12W Down"
TF-LINMW48L,TF-LINMW48L-US36WD18WDMV-30KWH-HC3015WWH,3000K,"36W Up / 18W Down"
TF-LINMW48L,TF-LINMW48L-US36WD18WDMV-35KWH-HC3015WWH,3500K,"36W Up / 18W Down"
TF-LINMW48L,TF-LINMW48L-US36WD18WDMV-40KWH-HC3015WWH,4000K,"36W Up / 18W Down"
TF-LINMW48L,TF-LINMW48L-US36WD18WDMV-50KWH-HC3015WWH,5000K,"36W Up / 18W Down"
TF-LINMW96L,TF-LINMW96L-US48WD24WDMV-30KWH-HC3015WWH,3000K,"48W Up / 24W Down"
TF-LINMW96L,TF-LINMW96L-US48WD24WDMV-35KWH-HC3015WWH,3500K,"48W Up / 24W Down"
TF-LINMW96L,TF-LINMW96L-US48WD24WDMV-40KWH-HC3015WWH,4000K,"48W Up / 24W Down"
TF-LINMW96L,TF-LINMW96L-US48WD24WDMV-50KWH-HC3015WWH,5000K,"48W Up / 24W Down"
TF-LINMW96L,TF-LINMW96L-US72WD36WDMV-30KWH-HC3015WWH,3000K,"72W Up / 36W Down"
TF-LINMW96L,TF-LINMW96L-US72WD36WDMV-35KWH-HC3015WWH,3500K,"72W Up / 36W Down"
TF-LINMW96L,TF-LINMW96L-US72WD36WDMV-40KWH-HC3015WWH,4000K,"72W Up / 36W Down"
TF-LINMW96L,TF-LINMW96L-US72WD36WDMV-50KWH-HC3015WWH,5000K,"72W Up / 36W Down"
TF-CITE24LFR,TF-CITE24LFR-F24W2700LLBDMV-30K,3000K,"24 Watts"
TF-CITE24LFR,TF-CITE24LFR-F24W2700LLBDMV-35K,3500K,"24 Watts"
TF-CITE24LFR,TF-CITE24LFR-F24W2700LLBDMV-40K,4000K,"24 Watts"
TF-CITE24LFR,TF-CITE24LFR-F24W2700LLBDMV-50K,5000K,"24 Watts"
TF-CITE24LFR,TF-CITE24LFR-F28W3300LLBDMV-30K,3000K,"28 Watts"
TF-CITE24LFR,TF-CITE24LFR-F28W3300LLBDMV-35K,3500K,"28 Watts"
TF-CITE24LFR,TF-CITE24LFR-F28W3300LLBDMV-40K,4000K,"28 Watts"
TF-CITE24LFR,TF-CITE24LFR-F28W3300LLBDMV-50K,5000K,"28 Watts"
TF-CITE48LFR,TF-CITE48LFR-F48W5600LLBDMV-30K,3000K,"48 Watts"
TF-CITE48LFR,TF-CITE48LFR-F48W5600LLBDMV-35K,3500K,"48 Watts"
TF-CITE48LFR,TF-CITE48LFR-F48W5600LLBDMV-40K,4000K,"48 Watts"
TF-CITE48LFR,TF-CITE48LFR-F48W5600LLBDMV-50K,5000K,"48 Watts"
TF-CITE48LFR,TF-CITE48LFR-F57W6800LLBDMV-30K,3000K,"57 Watts"
TF-CITE48LFR,TF-CITE48LFR-F57W6800LLBDMV-35K,3500K,"57 Watts"
TF-CITE48LFR,TF-CITE48LFR-F57W6800LLBDMV-40K,4000K,"57 Watts"
TF-CITE48LFR,TF-CITE48LFR-F57W6800LLBDMV-50K,5000K,"57 Watts"
TF-CITE96LFR,TF-CITE96LFR-F97W11200LLBDMV-30K,3000K,"97 Watts"
TF-CITE96LFR,TF-CITE96LFR-F97W11200LLBDMV-35K,3500K,"97 Watts"
TF-CITE96LFR,TF-CITE96LFR-F97W11200LLBDMV-40K,4000K,"97 Watts"
