parent_sku,child_sku,"Wattage Options","Color Temperature (CCT)"
TF-SSSERFR48L,TF-SSSERFR48L-T28W2800LDMV-30KWH,"28 Watts",3000K
TF-SSSERFR48L,TF-SSSERFR48L-T28W2800LDMV-35KWH,"28 Watts",3500K
TF-SSSERFR48L,TF-SSSERFR48L-T28W2800LDMV-40KWH,"28 Watts",4000K
TF-SSSERFR48L,TF-SSSERFR48L-T28W2800LDMV-50KWH,"28 Watts",5000K
TF-SSSERFR48L,TF-SSSERFR48L-T40W4000LDMV-30KWH,"40 Watts",3000K
TF-SSSERFR48L,TF-SSSERFR48L-T40W4000LDMV-35KWH,"40 Watts",3500K
TF-SSSERFR48L,TF-SSSERFR48L-T40W4000LDMV-40KWH,"40 Watts",4000K
TF-SSSERFR48L,TF-SSSERFR48L-T40W4000LDMV-50KWH,"40 Watts",5000K
TF-SSSERFR24L,TF-SSSERFR24L-T14W1400LDMV-30KWH,"14 Watts",3000K
TF-SSSERFR24L,TF-SSSERFR24L-T14W1400LDMV-35KWH,"14 Watts",3500K
TF-SSSERFR24L,TF-SSSERFR24L-T14W1400LDMV-40KWH,"14 Watts",4000K
TF-SSSERFR24L,TF-SSSERFR24L-T14W1400LDMV-50KWH,"14 Watts",5000K
TF-SSSERFR24L,TF-SSSERFR24L-T20W2000LDMV-30KWH,"20 Watts",3000K
TF-SSSERFR24L,TF-SSSERFR24L-T20W2000LDMV-35KWH,"20 Watts",3500K
TF-SSSERFR24L,TF-SSSERFR24L-T20W2000LDMV-40KWH,"20 Watts",4000K
TF-SSSERFR24L,TF-SSSERFR24L-T20W2000LDMV-50KWH,"20 Watts",5000K
TF-RRS48LE,TF-RRS48LE-28W4300LDMV-30K,"28 Watts",3000K
TF-RRS48LE,TF-RRS48LE-28W4300LDMV-35K,"28 Watts",3500K
TF-RRS48LE,TF-RRS48LE-28W4300LDMV-40K,"28 Watts",4000K
TF-RRS48LE,TF-RRS48LE-28W4300LDMV-50K,"28 Watts",5000K
TF-RRS48LE,TF-RRS48LE-48W7000LDMV-30K,"48 Watts",3000K
TF-RRS48LE,TF-RRS48LE-48W7000LDMV-35K,"48 Watts",3500K
TF-RRS48LE,TF-RRS48LE-48W7000LDMV-40K,"48 Watts",4000K
TF-RRS48LE,TF-RRS48LE-48W7000LDMV-50K,"48 Watts",5000K
TF-RRS48LE,TF-RRS48LE-57W8000LDMV-30K,"57 Watts",3000K
TF-RRS48LE,TF-RRS48LE-57W8000LDMV-35K,"57 Watts",3500K
TF-RRS48LE,TF-RRS48LE-57W8000LDMV-40K,"57 Watts",4000K
TF-RRS48LE,TF-RRS48LE-57W8000LDMV-50K,"57 Watts",5000K
TF-RRS96L,TF-RRS96L-E57W6400LW30DMV-30K,"57 Watts",3000K
TF-RRS96L,TF-RRS96L-E57W6400LW30DMV-35K,"57 Watts",3500K
TF-RRS96L,TF-RRS96L-E57W6400LW30DMV-40K,"57 Watts",4000K
TF-RRS96L,TF-RRS96L-E57W6400LW30DMV-50K,"57 Watts",5000K
TF-RRS96L,TF-RRS96L-E96W11300LW30DMV-30K,"96 Watts",3000K
TF-RRS96L,TF-RRS96L-E96W11300LW30DMV-35K,"96 Watts",3500K
TF-RRS96L,TF-RRS96L-E96W11300LW30DMV-40K,"96 Watts",4000K
TF-RRS96L,TF-RRS96L-E96W11300LW30DMV-50K,"96 Watts",5000K
TF-RRS96L,TF-RRS96L-E114W12800LW30DMV-30K,"114 Watts",3000K
TF-RRS96L,TF-RRS96L-E114W12800LW30DMV-35K,"114 Watts",3500K
TF-RRS96L,TF-RRS96L-E114W12800LW30DMV-40K,"114 Watts",4000K
TF-RRS96L,TF-RRS96L-E114W12800LW30DMV-50K,"114 Watts",5000K
TF-RRS48L,TF-RRS48L-E28W4600LW30DMV-30K,"28 Watts",3000K
TF-RRS48L,TF-RRS48L-E28W4600LW30DMV-35K,"28 Watts",3500K
TF-RRS48L,TF-RRS48L-E28W4600LW30DMV-40K,"28 Watts",4000K
TF-RRS48L,TF-RRS48L-E28W4600LW30DMV-50K,"28 Watts",5000K
TF-RRS48L,TF-RRS48L-E48W5650LW30DMV-30K,"48 Watts",3000K
TF-RRS48L,TF-RRS48L-E48W5650LW30DMV-35K,"48 Watts",3500K
TF-RRS48L,TF-RRS48L-E48W5650LW30DMV-40K,"48 Watts",4000K
TF-RRS48L,TF-RRS48L-E48W5650LW30DMV-50K,"48 Watts",5000K
TF-RRS48L,TF-RRS48L-E57W6400LW30DMV-30K,"57 Watts",3000K
TF-RRS48L,TF-RRS48L-E57W6400LW30DMV-35K,"57 Watts",3500K
TF-RRS48L,TF-RRS48L-E57W6400LW30DMV-40K,"57 Watts",4000K
TF-RRS48L,TF-RRS48L-E57W6400LW30DMV-50K,"57 Watts",5000K
TF-RRSFR96L,TF-RRSFR96L-E57W5400LDMV-30K,"57 Watts",3000K
TF-RRSFR96L,TF-RRSFR96L-E57W5400LDMV-35K,"57 Watts",3500K
TF-RRSFR96L,TF-RRSFR96L-E57W5400LDMV-40K,"57 Watts",4000K
TF-RRSFR96L,TF-RRSFR96L-E57W5400LDMV-50K,"57 Watts",5000K
TF-RRSFR96L,TF-RRSFR96L-E96W9200LDMV-30K,"96 Watts",3000K
TF-RRSFR96L,TF-RRSFR96L-E96W9200LDMV-35K,"96 Watts",3500K
TF-RRSFR96L,TF-RRSFR96L-E96W9200LDMV-40K,"96 Watts",4000K
TF-RRSFR96L,TF-RRSFR96L-E96W9200LDMV-50K,"96 Watts",5000K
TF-RRSFR96L,TF-RRSFR96L-E114W10400LDMV-30K,"114 Watts",3000K
TF-RRSFR96L,TF-RRSFR96L-E114W10400LDMV-35K,"114 Watts",3500K
TF-RRSFR96L,TF-RRSFR96L-E114W10400LDMV-40K,"114 Watts",4000K
TF-RRSFR96L,TF-RRSFR96L-E114W10400LDMV-50K,"114 Watts",5000K
TF-RRSFR48L,TF-RRSFR48L-E28W2700LDMV-30K,"28 Watts",3000K
TF-RRSFR48L,TF-RRSFR48L-E28W2700LDMV-35K,"28 Watts",3500K
TF-RRSFR48L,TF-RRSFR48L-E28W2700LDMV-40K,"28 Watts",4000K
TF-RRSFR48L,TF-RRSFR48L-E28W2700LDMV-50K,"28 Watts",5000K
TF-RRSFR48L,TF-RRSFR48L-E48W4600LDMV-30K,"48 Watts",3000K
TF-RRSFR48L,TF-RRSFR48L-E48W4600LDMV-35K,"48 Watts",3500K
TF-RRSFR48L,TF-RRSFR48L-E48W4600LDMV-40K,"48 Watts",4000K
TF-RRSFR48L,TF-RRSFR48L-E48W4600LDMV-50K,"48 Watts",5000K
TF-RRSFR48L,TF-RRSFR48L-E57W5400LDMV-30K,"57 Watts",3000K
TF-RRSFR48L,TF-RRSFR48L-E57W5400LDMV-35K,"57 Watts",3500K
TF-RRSFR48L,TF-RRSFR48L-E57W5400LDMV-40K,"57 Watts",4000K
TF-RRSFR48L,TF-RRSFR48L-E57W5400LDMV-50K,"57 Watts",5000K
TF-CITACL24L,TF-CITACL24L-V80W8000LDMV-30K,"80 Watts",3000K
TF-CITACL24L,TF-CITACL24L-V80W8000LDMV-35K,"80 Watts",3500K
TF-CITACL24L,TF-CITACL24L-V80W8000LDMV-40K,"80 Watts",4000K
TF-CITACL24L,TF-CITACL24L-V80W8000LDMV-50K,"80 Watts",5000K
TF-CITACL24L,TF-CITACL24L-V100W10000LDMV-30K,"100 Watts",3000K
TF-CITACL24L,TF-CITACL24L-V100W10000LDMV-35K,"100 Watts",3500K
TF-CITACL24L,TF-CITACL24L-V100W10000LDMV-40K,"100 Watts",4000K
TF-CITACL24L,TF-CITACL24L-V100W10000LDMV-50K,"100 Watts",5000K
TF-CITACL24L,TF-CITACL24L-V140W14000LDMV-30K,"140 Watts",3000K
TF-CITACL24L,TF-CITACL24L-V140W14000LDMV-35K,"140 Watts",3500K
TF-CITACL24L,TF-CITACL24L-V140W14000LDMV-40K,"140 Watts",4000K
TF-CITACL24L,TF-CITACL24L-V140W14000LDMV-50K,"140 Watts",5000K
TF-CITACL48L,TF-CITACL48L-V80W9700LDMV-30K,"80 Watts",3000K
TF-CITACL48L,TF-CITACL48L-V80W9700LDMV-35K,"80 Watts",3500K
TF-CITACL48L,TF-CITACL48L-V80W9700LDMV-40K,"80 Watts",4000K
TF-CITACL48L,TF-CITACL48L-V80W9700LDMV-50K,"80 Watts",5000K
TF-CITACL48L,TF-CITACL48L-A120W15500LDMV-30K,"120 Watts",3000K
TF-CITACL48L,TF-CITACL48L-A120W15500LDMV-35K,"120 Watts",3500K
TF-CITACL48L,TF-CITACL48L-A120W15500LDMV-40K,"120 Watts",4000K
TF-CITACL48L,TF-CITACL48L-A120W15500LDMV-50K,"120 Watts",5000K
TF-CITACL48L,TF-CITACL48L-A140W18000LDMV-30K,"140 Watts",3000K
TF-CITACL48L,TF-CITACL48L-A140W18000LDMV-35K,"140 Watts",3500K
TF-CITACL48L,TF-CITACL48L-A140W18000LDMV-40K,"140 Watts",4000K
TF-CITACL48L,TF-CITACL48L-A140W18000LDMV-50K,"140 Watts",5000K
TF-CITACL48L,TF-CITACL48L-A150W19500LDMV-30K,"150 Watts",3000K
TF-CITACL48L,TF-CITACL48L-A150W19500LDMV-35K,"150 Watts",3500K
TF-CITACL48L,TF-CITACL48L-A150W19500LDMV-40K,"150 Watts",4000K
TF-CITACL48L,TF-CITACL48L-A150W19500LDMV-50K,"150 Watts",5000K
TF-CITACL48L,TF-CITACL48L-A180W23200LDMV-30K,"180 Watts",3000K
TF-CITACL48L,TF-CITACL48L-A180W23200LDMV-35K,"180 Watts",3500K
TF-CITACL48L,TF-CITACL48L-A180W23200LDMV-40K,"180 Watts",4000K
TF-CITACL48L,TF-CITACL48L-A180W23200LDMV-50K,"180 Watts",5000K
TF-HBC,TF-HBC-48LS61W7040LW30DMV-30K,"61 Watts",3000K
TF-HBC,TF-HBC-48LS61W7040LW30DMV-35K,"61 Watts",3500K
TF-HBC,TF-HBC-48LS61W7040LW30DMV-40K,"61 Watts",4000K
TF-HBC,TF-HBC-48LS61W7040LW30DMV-50K,"61 Watts",5000K
TF-HBC,TF-HBC-48LF97W11900LW30DMV-30K,"97 Watts",3000K
TF-HBC,TF-HBC-48LF97W11900LW30DMV-35K,"97 Watts",3500K
TF-HBC,TF-HBC-48LF97W11900LW30DMV-40K,"97 Watts",4000K
TF-HBC,TF-HBC-48LF97W11900LW30DMV-50K,"97 Watts",5000K
TF-HBC,TF-HBC-48LH118W13500LW30DMV-30K,"118 Watts",3000K
TF-HBC,TF-HBC-48LH118W13500LW30DMV-35K,"118 Watts",3500K
TF-HBC,TF-HBC-48LH118W13500LW30DMV-40K,"118 Watts",4000K
TF-HBC,TF-HBC-48LH118W13500LW30DMV-50K,"118 Watts",5000K
TF-HBC48L,TF-HBC48L-N127W18000LA10DMV-30K,"127 Watts",3000K
TF-HBC48L,TF-HBC48L-N127W18000LA10DMV-35K,"127 Watts",3500K
TF-HBC48L,TF-HBC48L-N127W18000LA10DMV-40K,"127 Watts",4000K
TF-HBC48L,TF-HBC48L-N127W18000LA10DMV-50K,"127 Watts",5000K
TF-HBC48L,TF-HBC48L-N162W24000LA10DMV-30K,"162 Watts",3000K
TF-HBC48L,TF-HBC48L-N162W24000LA10DMV-35K,"162 Watts",3500K
TF-HBC48L,TF-HBC48L-N162W24000LA10DMV-40K,"162 Watts",4000K
TF-HBC48L,TF-HBC48L-N162W24000LA10DMV-50K,"162 Watts",5000K
TF-HBC48L,TF-HBC48L-N216W30000LA10DMV-30K,"216 Watts",3000K
TF-HBC48L,TF-HBC48L-N216W30000LA10DMV-35K,"216 Watts",3500K
TF-HBC48L,TF-HBC48L-N216W30000LA10DMV-40K,"216 Watts",4000K
TF-HBC48L,TF-HBC48L-N216W30000LA10DMV-50K,"216 Watts",5000K
TF-HBC48L,TF-HBC48L-N272W36000LA10DMV-30K,"272 Watts",3000K
TF-HBC48L,TF-HBC48L-N272W36000LA10DMV-35K,"272 Watts",3500K
TF-HBC48L,TF-HBC48L-N272W36000LA10DMV-40K,"272 Watts",4000K
TF-HBC48L,TF-HBC48L-N272W36000LA10DMV-50K,"272 Watts",5000K
TF-ITB96L,TF-ITB96L-T48W6300LDMV-30K,"48 Watts",3000K
TF-ITB96L,TF-ITB96L-T48W6300LDMV-35K,"48 Watts",3500K
TF-ITB96L,TF-ITB96L-T48W6300LDMV-40K,"48 Watts",4000K
TF-ITB96L,TF-ITB96L-T48W6300LDMV-50K,"48 Watts",5000K
TF-ITB96L,TF-ITB96L-T85W11000LDMV-30K,"85 Watts",3000K
TF-ITB96L,TF-ITB96L-T85W11000LDMV-35K,"85 Watts",3500K
TF-ITB96L,TF-ITB96L-T85W11000LDMV-40K,"85 Watts",4000K
TF-ITB96L,TF-ITB96L-T85W11000LDMV-50K,"85 Watts",5000K
TF-SCB24L,TF-SCB24L-S46W4000LDMV-30K,"46 Watts",3000K
TF-SCB24L,TF-SCB24L-S46W4000LDMV-35K,"46 Watts",3500K
TF-SCB24L,TF-SCB24L-S46W4000LDMV-40K,"46 Watts",4000K
TF-SCB24L,TF-SCB24L-S46W4000LDMV-50K,"46 Watts",5000K
TF-SCB24L,TF-SCB24L-S57W4800LDMV-30K,"57 Watts",3000K
TF-SCB24L,TF-SCB24L-S57W4800LDMV-35K,"57 Watts",3500K
TF-SCB24L,TF-SCB24L-S57W4800LDMV-40K,"57 Watts",4000K
TF-SCB24L,TF-SCB24L-S57W4800LDMV-50K,"57 Watts",5000K
TF-SCB14L,TF-SCB14L-S37W3300LDMV-30K,"37 Watts",3000K
TF-SCB14L,TF-SCB14L-S37W3300LDMV-35K,"37 Watts",3500K
TF-SCB14L,TF-SCB14L-S37W3300LDMV-40K,"37 Watts",4000K
TF-SCB14L,TF-SCB14L-S37W3300LDMV-50K,"37 Watts",5000K
TF-SCB14L,TF-SCB14L-S57W4700LDMV-30K,"57 Watts",3000K
TF-SCB14L,TF-SCB14L-S57W4700LDMV-35K,"57 Watts",3500K
TF-SCB14L,TF-SCB14L-S57W4700LDMV-40K,"57 Watts",4000K
TF-SCB14L,TF-SCB14L-S57W4700LDMV-50K,"57 Watts",5000K
TF-SCB22L,TF-SCB22L-S22W2200LDMV-30K,"22 Watts",3000K
TF-SCB22L,TF-SCB22L-S22W2200LDMV-35K,"22 Watts",3500K
TF-SCB22L,TF-SCB22L-S22W2200LDMV-40K,"22 Watts",4000K
TF-SCB22L,TF-SCB22L-S22W2200LDMV-50K,"22 Watts",5000K
TF-SCB22L,TF-SCB22L-S30W3000LDMV-30K,"30 Watts",3000K
TF-SCB22L,TF-SCB22L-S30W3000LDMV-35K,"30 Watts",3500K
TF-SCB22L,TF-SCB22L-S30W3000LDMV-40K,"30 Watts",4000K
TF-SCB22L,TF-SCB22L-S30W3000LDMV-50K,"30 Watts",5000K
TF-CBF24L,TF-CBF24L-F35W4500LDMV-30K,"35 Watts",3000K
TF-CBF24L,TF-CBF24L-F35W4500LDMV-35K,"35 Watts",3500K
TF-CBF24L,TF-CBF24LF35W4500LDMV-40K,"35 Watts",4000K
TF-CBF24L,TF-CBF24L-F35W4500LDMV-50K,"35 Watts",5000K
TF-CBF24L,TF-CBF24L-F48W6200LDMV-30K,"48 Watts",3000K
TF-CBF24L,TF-CBF24L-F48W6200LDMV-35K,"48 Watts",3500K
TF-CBF24L,TF-CBF24L-F48W6200LDMV-40K,"48 Watts",4000K
TF-CBF24L,TF-CBF24L-F48W6200LDMV-50K,"48 Watts",5000K
TF-CBF24L,TF-CBF24L-F57W7200LDMV-30K,"57 Watts",3000K
TF-CBF24L,TF-CBF24L-F57W7200LDMV-35K,"57 Watts",3500K
TF-CBF24L,TF-CBF24L-F57W7200LDMV-40K,"57 Watts",4000K
TF-CBF24L,TF-CBF24L-F57W7200LDMV-50K,"57 Watts",5000K
TF-CBF22L,TF-CBF22L-F28W3200LDMV-30K,"28 Watts",3000K
TF-CBF22L,TF-CBF22L-F28W3200LDMV-35K,"28 Watts",3500K
TF-CBF22L,TF-CBF22L-F28W3200LDMV-40K,"28 Watts",4000K
TF-CBF22L,TF-CBF22L-F28W3200LDMV-50K,"28 Watts",5000K
TF-CBF22L,TF-CBF22L-F35W4200LDMV-30K,"35 Watts",3000K
TF-CBF22L,TF-CBF22L-F35W4200LDMV-35K,"35 Watts",3500K
TF-CBF22L,TF-CBF22L-F35W4200LDMV-40K,"35 Watts",4000K
TF-CBF22L,TF-CBF22L-F35W4200LDMV-50K,"35 Watts",5000K
TF-CBF22L,TF-CBF22L-F45W5100LDMV-30K,"45 Watts",3000K
TF-CBF22L,TF-CBF22L-F45W5100LDMV-35K,"45 Watts",3500K
TF-CBF22L,TF-CBF22L-F45W5100LDMV-40K,"45 Watts",4000K
TF-CBF22L,TF-CBF22L-F45W5100LDMV-50K,"45 Watts",5000K
JI-ZY-STP8,JI-ZY-STP8-232-24W-27K,"24 Watts",2700K
JI-ZY-STP8,JI-ZY-STP8-232-24W-30K,"24 Watts",3000K
JI-ZY-STP8,JI-ZY-STP8-232-24W-35K,"24 Watts",3500K
JI-ZY-STP8,JI-ZY-STP8-232-24W-40K,"24 Watts",4000K
JI-ZY-STP8,JI-ZY-STP8-232-24W-45K,"24 Watts",4500K
JI-ZY-STP8,JI-ZY-STP8-232-24W-50K,"24 Watts",5000K
JI-ZY-STP8,JI-ZY-STP8-232-24W-57K,"24 Watts",5700K
JI-ZY-STP8,JI-ZY-STP8-232-48W-27K,"48 Watts",2700K
JI-ZY-STP8,JI-ZY-STP8-232-48W-30K,"48 Watts",3000K
JI-ZY-STP8,JI-ZY-STP8-232-48W-35K,"48 Watts",3500K
JI-ZY-STP8,JI-ZY-STP8-232-48W-40K,"48 Watts",4000K
JI-ZY-STP8,JI-ZY-STP8-232-48W-45K,"48 Watts",4500K
JI-ZY-STP8,JI-ZY-STP8-232-48W-50K,"48 Watts",5000K
JI-ZY-STP8,JI-ZY-STP8-232-48W-57K,"48 Watts",5700K
JI-ZY-P7,JI-ZY-P7-40W-35K,"40 Watts",3500K
JI-ZY-P7,JI-ZY-P7-40W-40K,"40 Watts",4000K
JI-ZY-P7,JI-ZY-P7-40W-50K,"40 Watts",5000K
JI-ZY-P7,JI-ZY-P7-50W-35K,"50 Watts",3500K
JI-ZY-P7,JI-ZY-P7-50W-40K,"50 Watts",4000K
JI-ZY-P7,JI-ZY-P7-50W-50K,"50 Watts",5000K
JI-ZY-T8,JI-ZY-T8-12W1200-40K,"12 Watts",4000K
JI-ZY-T8,JI-ZY-T8-12W1200-50K,"12 Watts",5000K
JI-ZY-T8,JI-ZY-T8-15W1200-40K,"15 Watts",4000K
JI-ZY-T8,JI-ZY-T8-15W1200-50K,"15 Watts",5000K
JI-ZY-T8,JI-ZY-T8-18W1200-40K,"18 Watts",4000K
JI-ZY-T8,JI-ZY-T8-18W1200-50K,"18 Watts",5000K
JI-ZY-T4,JI-ZY-T4-25W-XDZ-30K,"25 Watts",3000K
JI-ZY-T4,JI-ZY-T4-25W-XDZ-40K,"25 Watts",4000K
JI-ZY-T4,JI-ZY-T4-25W-XDZ-50K,"25 Watts",5000K
JI-ZY-T4,JI-ZY-T4-36W-XDZ-30K,"36 Watts",3000K
JI-ZY-T4,JI-ZY-T4-36W-XDZ-40K,"36 Watts",4000K
JI-ZY-T4,JI-ZY-T4-36W-XDZ-50K,"36 Watts",5000K
JI-ZY-T7,JI-ZY-T7-25W-XDZ-3000K,"25 Watts",3000K
JI-ZY-T7,JI-ZY-T7-25W-XDZ-4000K,"25 Watts",4000K
JI-ZY-T7,JI-ZY-T7-25W-XDZ-5000K,"25 Watts",5000K
JI-ZY-T7,JI-ZY-T7-36W-XDZ-3000K,"36 Watts",3000K
JI-ZY-T7,JI-ZY-T7-36W-XDZ-4000K,"36 Watts",4000K
JI-ZY-T7,JI-ZY-T7-36W-XDZ-5000K,"36 Watts",5000K
JI-ZY-T7,JI-ZY-T7-50W-XDZ-3000K,"50 Watts",3000K
JI-ZY-T7,JI-ZY-T7-50W-XDZ-4000K,"50 Watts",4000K
JI-ZY-T7,JI-ZY-T7-50W-XDZ-5000K,"50 Watts",5000K
JI-ZY-R7,JI-ZY-R7-25W-30K,"25 Watts",3000K
JI-ZY-R7,JI-ZY-R7-25W-40K,"25 Watts",4000K
JI-ZY-R7,JI-ZY-R7-25W-50K,"25 Watts",5000K
JI-ZY-R7,JI-ZY-R7-36W-30K,"36 Watts",3000K
JI-ZY-R7,JI-ZY-R7-36W-40K,"36 Watts",4000K
JI-ZY-R7,JI-ZY-R7-36W-50K,"36 Watts",5000K
JI-ZY-R7,JI-ZY-R7-50W-30K,"50 Watts",3000K
JI-ZY-R7,JI-ZY-R7-50W-40K,"50 Watts",4000K
JI-ZY-R7,JI-ZY-R7-50W-50K,"50 Watts",5000K
HU-S22,HU-S22-15W-30,"15 Watts",3000K
HU-S22,HU-S22-15W-40,"15 Watts",4000K
HU-S22,HU-S22-15W-50,"15 Watts",5000K
HU-S22,HU-S22-20W-30,"20 Watts",3000K
HU-S22,HU-S22-20W-40,"20 Watts",4000K
HU-S22,HU-S22-20W-50,"20 Watts",5000K
HU-S44,HU-S44-252-30,"25 Watts",3000K
HU-S44,HU-S44-252-40,"25 Watts",4000K
HU-S44,HU-S44-252-50,"25 Watts",5000K
HU-S44,HU-S44-402-30,"41 Watts",3000K
HU-S44,HU-S44-402-40,"41 Watts",4000K
HU-S44,HU-S44-402-50,"41 Watts",5000K
RP-8571HZ,RP-8571HZ-15-3K,"15 Watts",3000K
RP-8571HZ,RP-8571HZ-15-4K,"15 Watts",4000K
RP-8571HZ,RP-8571HZ-20-3K,"20 Watts",3000K
RP-8571HZ,RP-8571HZ-20-4K,"20 Watts",4000K
RP-8163H,RP-8163H-50-30K,"50 Watts",3000K
RP-8163H,RP-8163H-50-40K,"50 Watts",4000K
RP-8163H,RP-8163H-60-30K,"60 Watts",3000K
RP-8163H,RP-8163H-60-40K,"60 Watts",4000K
RP-8163H,RP-8163H-70-30K,"70 Watts",3000K
RP-8163H,RP-8163H-70-40K,"70 Watts",4000K
RP-8163H,RP-8163H-90-30K,"90 Watts",3000K
RP-8163H,RP-8163H-90-40K,"90 Watts",4000K
TF-44RFSF48L,TF-44RFSF48L-R24W2400LDMV-30KWH,"24 Watts",3000K
TF-44RFSF48L,TF-44RFSF48L-R24W2400LDMV-35KWH,"24 Watts",3500K
TF-44RFSF48L,TF-44RFSF48L-R24W2400LDMV-40KWH,"24 Watts","4000K (default)"
TF-44RFSF48L,TF-44RFSF48L-R24W2400LDMV-50KWH,"24 Watts",5000K
TF-44RFSF48L,TF-44RFSF48L-R48W4800LDMV-30KWH,"48 Watts",3000K
TF-44RFSF48L,TF-44RFSF48L-R48W4800LDMV-35KWH,"48 Watts",3500K
TF-44RFSF48L,TF-44RFSF48L-R48W4800LDMV-40KWH,"48 Watts","4000K (default)"
TF-44RFSF48L,TF-44RFSF48L-R48W4800LDMV-50KWH,"48 Watts",5000K
MX-LSV4U,MX-LSV4U-20-40,"20 Watts",4000K
MX-LSV4U,MX-LSV4U-20-50,"20 Watts",5000K
MX-LSV4U,MX-LSV4U-30-40,"30 Watts",4000K
MX-LSV4U,MX-LSV4U-30-50,"30 Watts",5000K
MX-LSV4U,MX-LSV4U-50-40,"50 Watts",4000K
MX-LSV4U,MX-LSV4U-50-50,"50 Watts",5000K
FL-FI-CES,FL-FI-CES-D18W-40E,"18 Watts",4000K
FL-FI-CES,FL-FI-CES-D18W-50E,"18 Watts",5000K
FL-FI-CES,FL-FI-CES-D27W-40E,"27 Watts",4000K
FL-FI-CES,FL-FI-CES-D27W-50E,"27 Watts",5000K
FL-FI-CES,FL-FI-CES-D40W-40E,"40 Watts",4000K
FL-FI-CES,FL-FI-CES-D40W-50E,"40 Watts",5000K
FL-FI-CES,FL-FI-CES-D54W-40E,"54 Watts",4000K
FL-FI-CES,FL-FI-CES-D54W-50E,"54 Watts",5000K
FL-MHB02,FL-MHB02-67W-40K,"67 Watts",4000K
FL-MHB02,FL-MHB02-67W-50K,"67 Watts",5000K
FL-MHB02,FL-MHB02-97W-40K,"97 Watts",4000K
FL-MHB02,FL-MHB02-97W-50K,"97 Watts",5000K
FL-MHB02,FL-MHB02-100W-40K,"100 Watts",4000K
FL-MHB02,FL-MHB02-100W-50K,"100 Watts",5000K
FL-MHB02,FL-MHB02-140W-40K,"140 Watts",4000K
FL-MHB02,FL-MHB02-140W-50K,"140 Watts",5000K
FL-MHB02,FL-MHB02-180W-40K,"180 Watts",4000K
FL-MHB02,FL-MHB02-180W-50K,"180 Watts",5000K
FL-FI-DP-24-U-P,FL-FI-DP-24-U-P-40W-35K,"40 Watts",3500K
FL-FI-DP-24-U-P,FL-FI-DP-24-U-P-40W-40K,"40 Watts",4000K
FL-FI-DP-24-U-P,FL-FI-DP-24-U-P-40W-50K,"40 Watts",5000K
FL-FI-DP-24-U-P,FL-FI-DP-24-U-P-50W-35K,"50 Watts",3500K
FL-FI-DP-24-U-P,FL-FI-DP-24-U-P-50W-40K,"50 Watts",4000K
FL-FI-DP-24-U-P,FL-FI-DP-24-U-P-50W-50K,"50 Watts",5000K
FL-FI-DP-22-U-P,FL-FI-DP-22-U-P-30W-35K,"30 Watts",3500K
FL-FI-DP-22-U-P,FL-FI-DP-22-U-P-30W-40K,"30 Watts",4000K
FL-FI-DP-22-U-P,FL-FI-DP-22-U-P-30W-50K,"30 Watts",5000K
FL-FI-DP-22-U-P,FL-FI-DP-22-U-P-36W-35K,"36 Watts",3500K
FL-FI-DP-22-U-P,FL-FI-DP-22-U-P-36W-40K,"36 Watts",4000K
FL-FI-DP-22-U-P,FL-FI-DP-22-U-P-36W-50K,"36 Watts",5000K
TF-MAX3FR-24LQ,TF-MAX3FR-24LQ20W2500LDMV-30KWH,"20 Watts",3000K
TF-MAX3FR-24LQ,TF-MAX3FR-24LQ20W2500LDMV-35KWH,"20 Watts",3500K
TF-MAX3FR-24LQ,TF-MAX3FR-24LQ20W2500LDMV-40KWH,"20 Watts",4000K
TF-MAX3FR-24LQ,TF-MAX3FR-24LQ20W2500LDMV-50KWH,"20 Watts",5000K
TF-MAX3FR-24LQ,TF-MAX3FR-24LB41W5000LDMV-30KWH,"41 Watts",3000K
TF-MAX3FR-24LQ,TF-MAX3FR-24LB41W5000LDMV-35KWH,"41 Watts",3500K
TF-MAX3FR-24LQ,TF-MAX3FR-24LB41W5000LDMV-40KWH,"41 Watts",4000K
TF-MAX3FR-24LQ,TF-MAX3FR-24LB41W5000LDMV-50KWH,"41 Watts",5000K
TF-L23HSFR58X58LQ,TF-L23HSFR58X58LQ-D148DMVWH-30KRD,"148 Watts",3000K
TF-L23HSFR58X58LQ,TF-L23HSFR58X58LQ-D148DMVWH-35KRD,"148 Watts",3500K
TF-L23HSFR58X58LQ,TF-L23HSFR58X58LQ-D148DMVWH-40KRD,"148 Watts",4000K
TF-L23HSFR58X58LQ,TF-L23HSFR58X58LQ-D148DMVWH-50KRD,"148 Watts",5000K
TF-L23HSFR58X58LQ,TF-L23HSFR58X58LQ-D266DMVWH-30KRD,"266 Watts",3000K
TF-L23HSFR58X58LQ,TF-L23HSFR58X58LQ-D266DMVWH-35KRD,"266 Watts",3500K
TF-L23HSFR58X58LQ,TF-L23HSFR58X58LQ-D266DMVWH-40KRD,"266 Watts",4000K
TF-L23HSFR58X58LQ,TF-L23HSFR58X58LQ-D266DMVWH-50KRD,"266 Watts",5000K
RP-8126H,RP-8126H-23-30,"23 Watt",3000K
RP-8126H,RP-8126H-23-35,"23 Watt",3500K
RP-8126H,RP-8126H-23-40,"23 Watt",4000K
RP-8126H,RP-8126H-30-30,"30 Watt",3000K
RP-8126H,RP-8126H-30-35,"30 Watt",3500K
